question_id,image,acceptance_set,targets,scene_form,primary_label,primary_measure_degrees,secondary_label,secondary_measure_degrees,comparison_summary
angle_estimation_0001_open_q1,angle_estimation_0001.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=298; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,298,none,none,reflex
angle_estimation_1384_open_q1,angle_estimation_1384.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=260; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,260,none,none,reflex
angle_estimation_1385_open_q1,angle_estimation_1385.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=45; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,45,none,none,minor
angle_estimation_1386_open_q1,angle_estimation_1386.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=122; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,122,none,none,minor
angle_estimation_1387_open_q1,angle_estimation_1387.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=280; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,280,none,none,reflex
angle_estimation_1388_open_q1,angle_estimation_1388.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=227; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,227,none,none,reflex
angle_estimation_1389_open_q1,angle_estimation_1389.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=78; secondary_label=Angle 1; secondary_measure_degrees=12; comparison_summary=wider-to-narrower ratio 6.64""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,78,Angle 1,12,wider-to-narrower ratio 6.64
angle_estimation_1390_open_q1,angle_estimation_1390.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=108; secondary_label=Angle 1; secondary_measure_degrees=84; comparison_summary=wider-to-narrower ratio 1.29""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,108,Angle 1,84,wider-to-narrower ratio 1.29
angle_estimation_1391_open_q1,angle_estimation_1391.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=144; secondary_label=Angle 2; secondary_measure_degrees=125; comparison_summary=wider-to-narrower ratio 1.15""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,144,Angle 2,125,wider-to-narrower ratio 1.15
angle_estimation_1392_open_q1,angle_estimation_1392.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=63; secondary_label=Angle 2; secondary_measure_degrees=18; comparison_summary=wider-to-narrower ratio 3.59""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,63,Angle 2,18,wider-to-narrower ratio 3.59
angle_estimation_1393_open_q1,angle_estimation_1393.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=159; secondary_label=Angle 1; secondary_measure_degrees=28; comparison_summary=wider-to-narrower ratio 5.6""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,159,Angle 1,28,wider-to-narrower ratio 5.6
angle_estimation_1394_open_q1,angle_estimation_1394.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=132; secondary_label=Angle 1; secondary_measure_degrees=82; comparison_summary=wider-to-narrower ratio 1.61""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,132,Angle 1,82,wider-to-narrower ratio 1.61
angle_estimation_1395_open_q1,angle_estimation_1395.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=82; secondary_label=Angle 1; secondary_measure_degrees=17; comparison_summary=wider-to-narrower ratio 4.83""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,82,Angle 1,17,wider-to-narrower ratio 4.83
angle_estimation_1396_open_q1,angle_estimation_1396.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=73; secondary_label=B; secondary_measure_degrees=36; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,73,B,36,middle vertex A
angle_estimation_1397_open_q1,angle_estimation_1397.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=66; secondary_label=A; secondary_measure_degrees=55; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,C,66,A,55,middle vertex B
angle_estimation_1398_open_q1,angle_estimation_1398.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=84; secondary_label=B; secondary_measure_degrees=42; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,84,B,42,middle vertex A
angle_estimation_1399_open_q1,angle_estimation_1399.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=67; secondary_label=B; secondary_measure_degrees=47; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,67,B,47,middle vertex C
angle_estimation_1400_open_q1,angle_estimation_1400.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=70; secondary_label=C; secondary_measure_degrees=54; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,70,C,54,middle vertex B
angle_estimation_1401_open_q1,angle_estimation_1401.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=315; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,315,none,none,reflex
angle_estimation_1402_open_q1,angle_estimation_1402.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=18; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,18,none,none,minor
angle_estimation_1403_open_q1,angle_estimation_1403.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=57; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,57,none,none,minor
angle_estimation_1404_open_q1,angle_estimation_1404.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=63; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,63,none,none,minor
angle_estimation_1405_open_q1,angle_estimation_1405.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=120; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,120,none,none,minor
angle_estimation_1406_open_q1,angle_estimation_1406.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=235; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,235,none,none,reflex
angle_estimation_1407_open_q1,angle_estimation_1407.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=168; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,168,none,none,minor
angle_estimation_1408_open_q1,angle_estimation_1408.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=48; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,48,none,none,minor
angle_estimation_1409_open_q1,angle_estimation_1409.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=165; secondary_label=Angle 1; secondary_measure_degrees=17; comparison_summary=wider-to-narrower ratio 9.46""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,165,Angle 1,17,wider-to-narrower ratio 9.46
angle_estimation_1410_open_q1,angle_estimation_1410.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=135; secondary_label=Angle 1; secondary_measure_degrees=72; comparison_summary=wider-to-narrower ratio 1.88""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,135,Angle 1,72,wider-to-narrower ratio 1.88
angle_estimation_1411_open_q1,angle_estimation_1411.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=51; secondary_label=Angle 1; secondary_measure_degrees=38; comparison_summary=wider-to-narrower ratio 1.36""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,51,Angle 1,38,wider-to-narrower ratio 1.36
angle_estimation_1412_open_q1,angle_estimation_1412.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=101; secondary_label=Angle 2; secondary_measure_degrees=71; comparison_summary=wider-to-narrower ratio 1.42""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,101,Angle 2,71,wider-to-narrower ratio 1.42
angle_estimation_1413_open_q1,angle_estimation_1413.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=81; secondary_label=Angle 1; secondary_measure_degrees=26; comparison_summary=wider-to-narrower ratio 3.09""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,81,Angle 1,26,wider-to-narrower ratio 3.09
angle_estimation_1414_open_q1,angle_estimation_1414.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=70; secondary_label=Angle 1; secondary_measure_degrees=16; comparison_summary=wider-to-narrower ratio 4.48""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,70,Angle 1,16,wider-to-narrower ratio 4.48
angle_estimation_1415_open_q1,angle_estimation_1415.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=119; secondary_label=Angle 1; secondary_measure_degrees=61; comparison_summary=wider-to-narrower ratio 1.94""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,119,Angle 1,61,wider-to-narrower ratio 1.94
angle_estimation_1416_open_q1,angle_estimation_1416.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=C; secondary_measure_degrees=45; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,90,C,45,middle vertex B
angle_estimation_1417_open_q1,angle_estimation_1417.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=B; secondary_measure_degrees=33; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,91,B,33,middle vertex C
angle_estimation_1418_open_q1,angle_estimation_1418.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=B; secondary_measure_degrees=43; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,91,B,43,middle vertex C
angle_estimation_1419_open_q1,angle_estimation_1419.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=89; secondary_label=B; secondary_measure_degrees=28; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,89,B,28,middle vertex C
angle_estimation_1420_open_q1,angle_estimation_1420.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=24; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,24,middle vertex C
angle_estimation_1421_open_q1,angle_estimation_1421.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=71; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,71,none,none,minor
angle_estimation_1422_open_q1,angle_estimation_1422.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=160; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,160,none,none,minor
angle_estimation_1423_open_q1,angle_estimation_1423.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=25; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,25,none,none,minor
angle_estimation_1424_open_q1,angle_estimation_1424.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=242; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,242,none,none,reflex
angle_estimation_1425_open_q1,angle_estimation_1425.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=90; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,90,none,none,minor
angle_estimation_1426_open_q1,angle_estimation_1426.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=84; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,84,none,none,minor
angle_estimation_1427_open_q1,angle_estimation_1427.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=239; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,239,none,none,reflex
angle_estimation_1428_open_q1,angle_estimation_1428.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=231; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,231,none,none,reflex
