task,image,prompt,groundtruth,metadata
Image Description,shadow_inference_1657.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":293,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":40.4616,""light_elevation_degrees"":69.3527,""num_objects"":3,""seed"":1657}"
Basic Relational Reasoning,shadow_inference_1657.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":293,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":40.4616,""light_elevation_degrees"":69.3527,""num_objects"":3,""seed"":1657}"
Comparative Reasoning,shadow_inference_1657.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":293,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":40.4616,""light_elevation_degrees"":69.3527,""num_objects"":3,""seed"":1657}"
Compound Reasoning,shadow_inference_1657.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":293,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":40.4616,""light_elevation_degrees"":69.3527,""num_objects"":3,""seed"":1657}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1657.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":293,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":40.4616,""light_elevation_degrees"":69.3527,""num_objects"":3,""seed"":1657}"
Image Description,shadow_inference_1658.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":302,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":237.6713,""light_elevation_degrees"":26.2568,""num_objects"":2,""seed"":1658}"
Basic Relational Reasoning,shadow_inference_1658.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":302,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":237.6713,""light_elevation_degrees"":26.2568,""num_objects"":2,""seed"":1658}"
Comparative Reasoning,shadow_inference_1658.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":302,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":237.6713,""light_elevation_degrees"":26.2568,""num_objects"":2,""seed"":1658}"
Compound Reasoning,shadow_inference_1658.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":302,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":237.6713,""light_elevation_degrees"":26.2568,""num_objects"":2,""seed"":1658}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1658.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":302,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":237.6713,""light_elevation_degrees"":26.2568,""num_objects"":2,""seed"":1658}"
Image Description,shadow_inference_1659.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.16,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":102.9278,""light_elevation_degrees"":22.3567,""num_objects"":3,""seed"":1659}"
Basic Relational Reasoning,shadow_inference_1659.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.16,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":102.9278,""light_elevation_degrees"":22.3567,""num_objects"":3,""seed"":1659}"
Comparative Reasoning,shadow_inference_1659.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.16,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":102.9278,""light_elevation_degrees"":22.3567,""num_objects"":3,""seed"":1659}"
Compound Reasoning,shadow_inference_1659.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.16,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":102.9278,""light_elevation_degrees"":22.3567,""num_objects"":3,""seed"":1659}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1659.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.16,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":102.9278,""light_elevation_degrees"":22.3567,""num_objects"":3,""seed"":1659}"
Image Description,shadow_inference_1660.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":272,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":222.427,""light_elevation_degrees"":46.0648,""num_objects"":1,""seed"":1660}"
Basic Relational Reasoning,shadow_inference_1660.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":272,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":222.427,""light_elevation_degrees"":46.0648,""num_objects"":1,""seed"":1660}"
Comparative Reasoning,shadow_inference_1660.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":272,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":222.427,""light_elevation_degrees"":46.0648,""num_objects"":1,""seed"":1660}"
Compound Reasoning,shadow_inference_1660.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":272,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":222.427,""light_elevation_degrees"":46.0648,""num_objects"":1,""seed"":1660}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1660.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":272,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":222.427,""light_elevation_degrees"":46.0648,""num_objects"":1,""seed"":1660}"
Image Description,shadow_inference_1661.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":315,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":312.7414,""light_elevation_degrees"":57.8221,""num_objects"":1,""seed"":1661}"
Basic Relational Reasoning,shadow_inference_1661.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":315,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":312.7414,""light_elevation_degrees"":57.8221,""num_objects"":1,""seed"":1661}"
Comparative Reasoning,shadow_inference_1661.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":315,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":312.7414,""light_elevation_degrees"":57.8221,""num_objects"":1,""seed"":1661}"
Compound Reasoning,shadow_inference_1661.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":315,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":312.7414,""light_elevation_degrees"":57.8221,""num_objects"":1,""seed"":1661}"
