task,image,prompt,groundtruth,metadata
Image Description,combination3d_1201.png,How many individual cubes make up the target structure?,10,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1201,""target_cube_count"":10,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1201.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1201,""target_cube_count"":10,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1201.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,no,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1201,""target_cube_count"":10,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1201.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1201,""target_cube_count"":10,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1201.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","11,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1201,""target_cube_count"":10,""vertical_axis"":""z""}"
Image Description,combination3d_1202.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1202,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1202.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1202,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1202.png,Does candidate A have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1202,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1202.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1202,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1202.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1202,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1203.png,How many individual cubes make up the target structure?,9,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.39,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1203,""target_cube_count"":9,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1203.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.39,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1203,""target_cube_count"":9,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1203.png,How many separate pieces are shown in candidate B?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.39,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1203,""target_cube_count"":9,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1203.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","9,1","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.39,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1203,""target_cube_count"":9,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1203.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.39,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1203,""target_cube_count"":9,""vertical_axis"":""z""}"
Image Description,combination3d_1204.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1204,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1204.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1204,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1204.png,Does candidate A have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1204,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1204.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","11,2","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1204,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1204.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1204,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1205.png,How many individual cubes make up the target structure?,14,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.66,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1205,""target_cube_count"":14,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1205.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.66,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1205,""target_cube_count"":14,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1205.png,How many separate pieces are shown in candidate C?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.66,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1205,""target_cube_count"":14,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1205.png,Which candidate has the wrong total number of cubes compared to the target?,B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.66,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1205,""target_cube_count"":14,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1205.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","15,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.66,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1205,""target_cube_count"":14,""vertical_axis"":""z""}"
Image Description,combination3d_1206.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1206,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1206.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1206,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1206.png,Does candidate A have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1206,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1206.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1206,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1206.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,5","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1206,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1207.png,How many individual cubes make up the target structure?,14,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1207,""target_cube_count"":14,""vertical_axis"":""z""}"
